requirement_id,level,chapter,section,requirement,applicable,status,evidence,review_notes
V14.2.2,2,V14 Data Protection,V14.2 General Data Protection,"Verify that the application prevents sensitive data from being cached in server components, such as load balancers and application caches, or ensures that the data is securely purged after use.",Yes,Verified,docs/SECURITY_BASELINE.md data classification; Cache-Control/Clear-Site-Data middleware; privacy-safe analytics and exports,Implementation and regression evidence reviewed on 2026-09-17.
V14.2.3,2,V14 Data Protection,V14.2 General Data Protection,"Verify that defined sensitive data is not sent to untrusted parties (e.g., user trackers) to prevent unwanted collection of data outside of the application's control.",Yes,Verified,docs/SECURITY_BASELINE.md data classification; Cache-Control/Clear-Site-Data middleware; privacy-safe analytics and exports,Implementation and regression evidence reviewed on 2026-09-17.
V14.2.4,2,V14 Data Protection,V14.2 General Data Protection,"Verify that controls around sensitive data related to encryption, integrity verification, retention, how the data is to be logged, access controls around sensitive data in logs, privacy and privacy-enhancing technologies, are implemented as defined in the documentation for the specific data's protection level.",Yes,Verified,docs/SECURITY_BASELINE.md data classification; Cache-Control/Clear-Site-Data middleware; privacy-safe analytics and exports,Implementation and regression evidence reviewed on 2026-09-17.
V14.3.1,1,V14 Data Protection,V14.3 Client-side Data Protection,"Verify that authenticated data is cleared from client storage, such as the browser DOM, after the client or session is terminated. The 'Clear-Site-Data' HTTP response header field may be able to help with this but the client-side should also be able to clear up if the server connection is not available when the session is terminated.",Yes,Verified,docs/SECURITY_BASELINE.md data classification; Cache-Control/Clear-Site-Data middleware; privacy-safe analytics and exports,Implementation and regression evidence reviewed on 2026-09-17.
V14.3.2,2,V14 Data Protection,V14.3 Client-side Data Protection,"Verify that the application sets sufficient anti-caching HTTP response header fields (i.e., Cache-Control: no-store) so that sensitive data is not cached in browsers.",Yes,Verified,docs/SECURITY_BASELINE.md data classification; Cache-Control/Clear-Site-Data middleware; privacy-safe analytics and exports,Implementation and regression evidence reviewed on 2026-09-17.
V14.3.3,2,V14 Data Protection,V14.3 Client-side Data Protection,"Verify that data stored in browser storage (such as localStorage, sessionStorage, IndexedDB, or cookies) does not contain sensitive data, with the exception of session tokens.",Yes,Verified,docs/SECURITY_BASELINE.md data classification; Cache-Control/Clear-Site-Data middleware; privacy-safe analytics and exports,Implementation and regression evidence reviewed on 2026-09-17.
V15.1.1,1,V15 Secure Coding and Architecture,V15.1 Secure Coding and Architecture Documentation,"Verify that application documentation defines risk based remediation time frames for 3rd party component versions with vulnerabilities and for updating libraries in general, to minimize the risk from these components.",Yes,Verified,SBOM and security workflows in .github/workflows/; durable bounded planning jobs; Pydantic allowlisted fields; tests/test_security_hardening.py,Implementation and regression evidence reviewed on 2026-09-17.
V15.1.2,2,V15 Secure Coding and Architecture,V15.1 Secure Coding and Architecture Documentation,"Verify that an inventory catalog, such as software bill of materials (SBOM), is maintained of all third-party libraries in use, including verifying that components come from pre-defined, trusted, and continually maintained repositories.",Yes,Verified,SBOM and security workflows in .github/workflows/; durable bounded planning jobs; Pydantic allowlisted fields; tests/test_security_hardening.py,Implementation and regression evidence reviewed on 2026-09-17.
V15.1.3,2,V15 Secure Coding and Architecture,V15.1 Secure Coding and Architecture Documentation,"Verify that the application documentation identifies functionality which is time-consuming or resource-demanding. This must include how to prevent a loss of availability due to overusing this functionality and how to avoid a situation where building a response takes longer than the consumer's timeout. Potential defenses may include asynchronous processing, using queues, and limiting parallel processes per user and per application.",Yes,Verified,SBOM and security workflows in .github/workflows/; durable bounded planning jobs; Pydantic allowlisted fields; tests/test_security_hardening.py,Implementation and regression evidence reviewed on 2026-09-17.
V15.2.1,1,V15 Secure Coding and Architecture,V15.2 Security Architecture and Dependencies,Verify that the application only contains components which have not breached the documented update and remediation time frames.,Yes,Verified,SBOM and security workflows in .github/workflows/; durable bounded planning jobs; Pydantic allowlisted fields; tests/test_security_hardening.py,Implementation and regression evidence reviewed on 2026-09-17.
V15.2.2,2,V15 Secure Coding and Architecture,V15.2 Security Architecture and Dependencies,"Verify that the application has implemented defenses against loss of availability due to functionality which is time-consuming or resource-demanding, based on the documented security decisions and strategies for this.",Yes,Verified,SBOM and security workflows in .github/workflows/; durable bounded planning jobs; Pydantic allowlisted fields; tests/test_security_hardening.py,Implementation and regression evidence reviewed on 2026-09-17.
V15.2.3,2,V15 Secure Coding and Architecture,V15.2 Security Architecture and Dependencies,"Verify that the production environment only includes functionality that is required for the application to function, and does not expose extraneous functionality such as test code, sample snippets, and development functionality.",Yes,Verified,SBOM and security workflows in .github/workflows/; durable bounded planning jobs; Pydantic allowlisted fields; tests/test_security_hardening.py,Implementation and regression evidence reviewed on 2026-09-17.
V15.3.1,1,V15 Secure Coding and Architecture,V15.3 Defensive Coding,"Verify that the application only returns the required subset of fields from a data object. For example, it should not return an entire data object, as some individual fields should not be accessible to users.",Yes,Verified,SBOM and security workflows in .github/workflows/; durable bounded planning jobs; Pydantic allowlisted fields; tests/test_security_hardening.py,Implementation and regression evidence reviewed on 2026-09-17.
V15.3.2,2,V15 Secure Coding and Architecture,V15.3 Defensive Coding,"Verify that where the application backend makes calls to external URLs, it is configured to not follow redirects unless it is intended functionality.",Yes,Verified,SBOM and security workflows in .github/workflows/; durable bounded planning jobs; Pydantic allowlisted fields; tests/test_security_hardening.py,Implementation and regression evidence reviewed on 2026-09-17.
V15.3.3,2,V15 Secure Coding and Architecture,V15.3 Defensive Coding,"Verify that the application has countermeasures to protect against mass assignment attacks by limiting allowed fields per controller and action, e.g., it is not possible to insert or update a field value when it was not intended to be part of that action.",Yes,Verified,SBOM and security workflows in .github/workflows/; durable bounded planning jobs; Pydantic allowlisted fields; tests/test_security_hardening.py,Implementation and regression evidence reviewed on 2026-09-17.
V15.3.4,2,V15 Secure Coding and Architecture,V15.3 Defensive Coding,"Verify that all proxying and middleware components transfer the user's original IP address correctly using trusted data fields that cannot be manipulated by the end user, and the application and web server use this correct value for logging and security decisions such as rate limiting, taking into account that even the original IP address may not be reliable due to dynamic IPs, VPNs, or corporate firewalls.",Yes,Verified,SBOM and security workflows in .github/workflows/; durable bounded planning jobs; Pydantic allowlisted fields; tests/test_security_hardening.py,Implementation and regression evidence reviewed on 2026-09-17.
V15.3.5,2,V15 Secure Coding and Architecture,V15.3 Defensive Coding,Verify that the application explicitly ensures that variables are of the correct type and performs strict equality and comparator operations. This is to avoid type juggling or type confusion vulnerabilities caused by the application code making an assumption about a variable type.,Yes,Verified,SBOM and security workflows in .github/workflows/; durable bounded planning jobs; Pydantic allowlisted fields; tests/test_security_hardening.py,Implementation and regression evidence reviewed on 2026-09-17.
V15.3.6,2,V15 Secure Coding and Architecture,V15.3 Defensive Coding,"Verify that JavaScript code is written in a way that prevents prototype pollution, for example, by using Set() or Map() instead of object literals.",Yes,Verified,SBOM and security workflows in .github/workflows/; durable bounded planning jobs; Pydantic allowlisted fields; tests/test_security_hardening.py,Implementation and regression evidence reviewed on 2026-09-17.
V15.3.7,2,V15 Secure Coding and Architecture,V15.3 Defensive Coding,"Verify that the application has defenses against HTTP parameter pollution attacks, particularly if the application framework makes no distinction about the source of request parameters (query string, body parameters, cookies, or header fields).",Yes,Verified,SBOM and security workflows in .github/workflows/; durable bounded planning jobs; Pydantic allowlisted fields; tests/test_security_hardening.py,Implementation and regression evidence reviewed on 2026-09-17.
V16.1.1,2,V16 Security Logging and Error Handling,V16.1 Security Logging Documentation,"Verify that an inventory exists documenting the logging performed at each layer of the application's technology stack, what events are being logged, log formats, where that logging is stored, how it is used, how access to it is controlled, and for how long logs are kept.",Yes,Verified,docs/SECURITY_BASELINE.md logging inventory; app/observability.py; request IDs and structured logs; Render log isolation; security alert email,Implementation and regression evidence reviewed on 2026-09-17.
V16.2.1,2,V16 Security Logging and Error Handling,V16.2 General Logging,"Verify that each log entry includes necessary metadata (such as when, where, who, what) that would allow for a detailed investigation of the timeline when an event happens.",Yes,Verified,docs/SECURITY_BASELINE.md logging inventory; app/observability.py; request IDs and structured logs; Render log isolation; security alert email,Implementation and regression evidence reviewed on 2026-09-17.
V16.2.2,2,V16 Security Logging and Error Handling,V16.2 General Logging,"Verify that time sources for all logging components are synchronized, and that timestamps in security event metadata use UTC or include an explicit time zone offset. UTC is recommended to ensure consistency across distributed systems and to prevent confusion during daylight saving time transitions.",Yes,Inherited,docs/SECURITY_BASELINE.md logging inventory; app/observability.py; request IDs and structured logs; Render log isolation; security alert email,System clocks and Render log timestamps are synchronized by the managed platform; application security timestamps are UTC.
V16.2.3,2,V16 Security Logging and Error Handling,V16.2 General Logging,Verify that the application only stores or broadcasts logs to the files and services that are documented in the log inventory.,Yes,Verified,docs/SECURITY_BASELINE.md logging inventory; app/observability.py; request IDs and structured logs; Render log isolation; security alert email,Implementation and regression evidence reviewed on 2026-09-17.
V16.2.4,2,V16 Security Logging and Error Handling,V16.2 General Logging,"Verify that logs can be read and correlated by the log processor that is in use, preferably by using a common logging format.",Yes,Verified,docs/SECURITY_BASELINE.md logging inventory; app/observability.py; request IDs and structured logs; Render log isolation; security alert email,Implementation and regression evidence reviewed on 2026-09-17.
V16.2.5,2,V16 Security Logging and Error Handling,V16.2 General Logging,"Verify that when logging sensitive data, the application enforces logging based on the data's protection level. For example, it may not be allowed to log certain data, such as credentials or payment details. Other data, such as session tokens, may only be logged by being hashed or masked, either in full or partially.",Yes,Verified,docs/SECURITY_BASELINE.md logging inventory; app/observability.py; request IDs and structured logs; Render log isolation; security alert email,Implementation and regression evidence reviewed on 2026-09-17.
V16.3.1,2,V16 Security Logging and Error Handling,V16.3 Security Events,"Verify that all authentication operations are logged, including successful and unsuccessful attempts. Additional metadata, such as the type of authentication or factors used, should also be collected.",Yes,Verified,docs/SECURITY_BASELINE.md logging inventory; app/observability.py; request IDs and structured logs; Render log isolation; security alert email,Implementation and regression evidence reviewed on 2026-09-17.
V16.3.2,2,V16 Security Logging and Error Handling,V16.3 Security Events,"Verify that failed authorization attempts are logged. For L3, this must include logging all authorization decisions, including logging when sensitive data is accessed (without logging the sensitive data itself).",Yes,Verified,docs/SECURITY_BASELINE.md logging inventory; app/observability.py; request IDs and structured logs; Render log isolation; security alert email,Implementation and regression evidence reviewed on 2026-09-17.
V16.3.3,2,V16 Security Logging and Error Handling,V16.3 Security Events,"Verify that the application logs the security events that are defined in the documentation and also logs attempts to bypass the security controls, such as input validation, business logic, and anti-automation.",Yes,Verified,docs/SECURITY_BASELINE.md logging inventory; app/observability.py; request IDs and structured logs; Render log isolation; security alert email,Implementation and regression evidence reviewed on 2026-09-17.
V16.3.4,2,V16 Security Logging and Error Handling,V16.3 Security Events,Verify that the application logs unexpected errors and security control failures such as backend TLS failures.,Yes,Verified,docs/SECURITY_BASELINE.md logging inventory; app/observability.py; request IDs and structured logs; Render log isolation; security alert email,Implementation and regression evidence reviewed on 2026-09-17.
V16.4.1,2,V16 Security Logging and Error Handling,V16.4 Log Protection,Verify that all logging components appropriately encode data to prevent log injection.,Yes,Verified,docs/SECURITY_BASELINE.md logging inventory; app/observability.py; request IDs and structured logs; Render log isolation; security alert email,Implementation and regression evidence reviewed on 2026-09-17.
V16.4.2,2,V16 Security Logging and Error Handling,V16.4 Log Protection,Verify that logs are protected from unauthorized access and cannot be modified.,Yes,Inherited,docs/SECURITY_BASELINE.md logging inventory; app/observability.py; request IDs and structured logs; Render log isolation; security alert email,"Application logs are held in Render's managed logging plane with account access controls, outside the web process filesystem."
V16.4.3,2,V16 Security Logging and Error Handling,V16.4 Log Protection,"Verify that logs are securely transmitted to a logically separate system for analysis, detection, alerting, and escalation. The aim is to ensure that if the application is breached, the logs are not compromised.",Yes,Partial,docs/SECURITY_BASELINE.md logging inventory; app/observability.py; request IDs and structured logs; Render log isolation; security alert email,"Render stores logs separately and security alerts leave the platform by email, but the complete log stream is not exported to an independent SIEM yet."
V16.5.1,2,V16 Security Logging and Error Handling,V16.5 Error Handling,"Verify that a generic message is returned to the consumer when an unexpected or security-sensitive error occurs, ensuring no exposure of sensitive internal system data such as stack traces, queries, secret keys, and tokens.",Yes,Verified,docs/SECURITY_BASELINE.md logging inventory; app/observability.py; request IDs and structured logs; Render log isolation; security alert email,Implementation and regression evidence reviewed on 2026-09-17.
V16.5.2,2,V16 Security Logging and Error Handling,V16.5 Error Handling,"Verify that the application continues to operate securely when external resource access fails, for example, by using patterns such as circuit breakers or graceful degradation.",Yes,Verified,docs/SECURITY_BASELINE.md logging inventory; app/observability.py; request IDs and structured logs; Render log isolation; security alert email,Implementation and regression evidence reviewed on 2026-09-17.
V16.5.3,2,V16 Security Logging and Error Handling,V16.5 Error Handling,"Verify that the application fails gracefully and securely, including when an exception occurs, preventing fail-open conditions such as processing a transaction despite errors resulting from validation logic.",Yes,Verified,docs/SECURITY_BASELINE.md logging inventory; app/observability.py; request IDs and structured logs; Render log isolation; security alert email,Implementation and regression evidence reviewed on 2026-09-17.
V17.1.1,2,V17 WebRTC,V17.1 TURN Server,"Verify that the Traversal Using Relays around NAT (TURN) service only allows access to IP addresses that are not reserved for special purposes (e.g., internal networks, broadcast, loopback). Note that this applies to both IPv4 and IPv6 addresses.",No,Not applicable,"Architecture review: Glycofy has no WebRTC, TURN, DTLS-SRTP, media, or signaling services.","Glycofy has no WebRTC, TURN, DTLS-SRTP, media, or signaling services."
V17.2.1,2,V17 WebRTC,V17.2 Media,Verify that the key for the Datagram Transport Layer Security (DTLS) certificate is managed and protected based on the documented policy for management of cryptographic keys.,No,Not applicable,"Architecture review: Glycofy has no WebRTC, TURN, DTLS-SRTP, media, or signaling services.","Glycofy has no WebRTC, TURN, DTLS-SRTP, media, or signaling services."
V17.2.2,2,V17 WebRTC,V17.2 Media,Verify that the media server is configured to use and support approved Datagram Transport Layer Security (DTLS) cipher suites and a secure protection profile for the DTLS Extension for establishing keys for the Secure Real-time Transport Protocol (DTLS-SRTP).,No,Not applicable,"Architecture review: Glycofy has no WebRTC, TURN, DTLS-SRTP, media, or signaling services.","Glycofy has no WebRTC, TURN, DTLS-SRTP, media, or signaling services."
V17.2.3,2,V17 WebRTC,V17.2 Media,Verify that Secure Real-time Transport Protocol (SRTP) authentication is checked at the media server to prevent Real-time Transport Protocol (RTP) injection attacks from leading to either a Denial of Service condition or audio or video media insertion into media streams.,No,Not applicable,"Architecture review: Glycofy has no WebRTC, TURN, DTLS-SRTP, media, or signaling services.","Glycofy has no WebRTC, TURN, DTLS-SRTP, media, or signaling services."
V17.2.4,2,V17 WebRTC,V17.2 Media,Verify that the media server is able to continue processing incoming media traffic when encountering malformed Secure Real-time Transport Protocol (SRTP) packets.,No,Not applicable,"Architecture review: Glycofy has no WebRTC, TURN, DTLS-SRTP, media, or signaling services.","Glycofy has no WebRTC, TURN, DTLS-SRTP, media, or signaling services."
V17.3.1,2,V17 WebRTC,V17.3 Signaling,Verify that the signaling server is able to continue processing legitimate incoming signaling messages during a flood attack. This should be achieved by implementing rate limiting at the signaling level.,No,Not applicable,"Architecture review: Glycofy has no WebRTC, TURN, DTLS-SRTP, media, or signaling services.","Glycofy has no WebRTC, TURN, DTLS-SRTP, media, or signaling services."
V17.3.2,2,V17 WebRTC,V17.3 Signaling,"Verify that the signaling server is able to continue processing legitimate signaling messages when encountering malformed signaling message that could cause a denial of service condition. This could include implementing input validation, safely handling integer overflows, preventing buffer overflows, and employing other robust error-handling techniques.",No,Not applicable,"Architecture review: Glycofy has no WebRTC, TURN, DTLS-SRTP, media, or signaling services.","Glycofy has no WebRTC, TURN, DTLS-SRTP, media, or signaling services."
